study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	time	time_unit	sd	min	max	median
Test243	56867	thalf	h	plasma	2327	caffeine	7693.0	4.11e+00										
Bonati1982	54250	kel	1/h	plasma	2197	caffeine			1818.0	1.65e-01	1.70e-02		24.0	h				
Bonati1982	54251	thalf	h	plasma	2197	caffeine			1818.0	4.20e+00			24.0	h				
Test243	56868	thalf	h	plasma	2327	caffeine	7694.0	4.73e+00										
Bonati1982	54253	auc_end	mg*h/l	plasma	2197	caffeine			1818.0	9.07e+00	1.07e+00	2.35e-01	24.0	h				
Bonati1982	54254	vd	l	plasma	2197	caffeine			1818.0	4.87e+01	2.80e+00		24.0	h				
Test243	56869	thalf	h	plasma	2327	caffeine	7695.0	3.85e+00										
Test243	56870	thalf	h	plasma	2327	caffeine	7696.0	4.44e+00										
Chen1991	57264	cmax	nmol/l	plasma	2339	codeine	7721.0	1.86e+02										
Test243	56871	thalf	h	plasma	2327	caffeine	7697.0	7.32e+00										
Bonati1982	54256	clearance	l/h	plasma	2197	caffeine			1818.0	7.98e+00	8.40e-01	2.11e-01	24.0	h				
Test243	56872	thalf	h	plasma	2327	caffeine	7698.0	4.32e+00										
Test243	56873	thalf	h	plasma	2327	caffeine	7699.0	2.47e+00										
Test243	56874	thalf	h	plasma	2327	caffeine	7700.0	6.32e+00										
Test243	56875	thalf	h	plasma	2327	caffeine	7701.0	3.94e+00										
Test243	56876	thalf	h	plasma	2327	caffeine	7702.0	4.11e+00										
Test243	56877	thalf	h	plasma	2327	caffeine	7703.0	4.02e+00										
Chen1991	57265	cmax	nmol/l	plasma	2339	codeine	7722.0	1.72e+02										
Test243	56878	thalf	h	plasma	2327	caffeine	7704.0	5.00e+00										
Test243	56879	vd	l	plasma	2327	caffeine	7603.0	4.61e+01										
Parsons1978	56104	vd	l/kg	saliva	2320	caffeine	7564.0	7.84e-01										
Test243	56880	vd	l	plasma	2327	caffeine	7604.0	2.87e+01										
Test243	56881	vd	l	plasma	2327	caffeine	7605.0	5.01e+01										
Test243	56882	vd	l	plasma	2327	caffeine	7606.0	3.62e+01										
Test243	56883	vd	l	plasma	2327	caffeine	7607.0	5.05e+01										
Parsons1978	56106	vd	l/kg	saliva	2320	caffeine	7565.0	1.02e+00										
Test243	56884	vd	l	plasma	2327	caffeine	7608.0	3.23e+01										
Test243	56885	vd	l	plasma	2327	caffeine	7609.0	5.17e+01										
Test243	56886	vd	l	plasma	2327	caffeine	7610.0	4.68e+01										
Parsons1978	56108	vd	l/kg	saliva	2320	caffeine	7566.0	7.30e-01										
Test243	56887	vd	l	plasma	2327	caffeine	7611.0	3.07e+01										
Test243	56888	vd	l	plasma	2327	caffeine	7612.0	4.28e+01										
Test243	56889	vd	l	plasma	2327	caffeine	7613.0	2.64e+01										
Parsons1978	56110	clearance	l/h/kg	saliva	2320	caffeine	7554.0	6.10e-02										
Test243	56890	vd	l	plasma	2327	caffeine	7614.0	5.14e+01										
Test243	56891	vd	l	plasma	2327	caffeine	7615.0	5.08e+01										
Test243	56892	vd	l	plasma	2327	caffeine	7616.0	3.99e+01										
Test243	56893	vd	l	plasma	2327	caffeine	7617.0	4.64e+01										
Test243	56894	vd	l	plasma	2327	caffeine	7618.0	4.53e+01										
Test243	56895	vd	l	plasma	2327	caffeine	7619.0	4.80e+01										
Test243	56896	vd	l	plasma	2327	caffeine	7620.0	4.80e+01										
Test243	56897	vd	l	plasma	2327	caffeine	7621.0	4.70e+01										
Test243	56898	vd	l	plasma	2327	caffeine	7622.0	6.19e+01										
Test243	56899	vd	l	plasma	2327	caffeine	7623.0	4.63e+01										
Test243	56900	vd	l	plasma	2327	caffeine	7624.0	4.45e+01										
Test243	56901	vd	l	plasma	2327	caffeine	7625.0	4.76e+01										
Test243	56902	vd	l	plasma	2327	caffeine	7626.0	5.51e+01										
Test243	56903	vd	l	plasma	2327	caffeine	7627.0	4.63e+01										
Test243	56904	vd	l	plasma	2327	caffeine	7628.0	3.68e+01										
Test243	56905	vd	l	plasma	2327	caffeine	7629.0	4.73e+01										
Test243	56906	vd	l	plasma	2327	caffeine	7630.0	5.77e+01										
Test243	56907	vd	l	plasma	2327	caffeine	7631.0	5.48e+01										
Test243	56908	vd	l	plasma	2327	caffeine	7632.0	5.08e+01										
Test243	56909	vd	l	plasma	2327	caffeine	7633.0	5.26e+01										
Test243	56910	vd	l	plasma	2327	caffeine	7634.0	3.76e+01										
Test243	56911	vd	l	plasma	2327	caffeine	7635.0	6.39e+01										
Test243	56912	vd	l	plasma	2327	caffeine	7636.0	4.57e+01										
Test243	56913	vd	l	plasma	2327	caffeine	7637.0	4.47e+01										
Test243	56914	vd	l	plasma	2327	caffeine	7638.0	6.61e+01										
Test243	56915	vd	l	plasma	2327	caffeine	7639.0	4.47e+01										
Test243	56916	vd	l	plasma	2327	caffeine	7640.0	6.44e+01										
Test243	56917	vd	l	plasma	2327	caffeine	7641.0	3.94e+01										
Test243	56918	vd	l	plasma	2327	caffeine	7642.0	5.24e+01										
Test243	56919	vd	l	plasma	2327	caffeine	7643.0	4.09e+01										
Test243	56920	vd	l	plasma	2327	caffeine	7644.0	3.07e+01										
Test243	56921	vd	l	plasma	2327	caffeine	7645.0	5.98e+01										
Test243	56922	vd	l	plasma	2327	caffeine	7646.0	5.92e+01										
Test243	56923	vd	l	plasma	2327	caffeine	7647.0	4.35e+01										
Test243	56924	vd	l	plasma	2327	caffeine	7648.0	3.09e+01										
Test243	56925	vd	l	plasma	2327	caffeine	7649.0	3.72e+01										
Test243	56926	vd	l	plasma	2327	caffeine	7650.0	5.20e+01										
Test243	56927	vd	l	plasma	2327	caffeine	7651.0	3.90e+01										
Test243	56928	vd	l	plasma	2327	caffeine	7652.0	4.22e+01										
Test243	56929	vd	l	plasma	2327	caffeine	7653.0	5.58e+01										
Test243	56930	vd	l	plasma	2327	caffeine	7654.0	3.64e+01										
Test243	56931	vd	l	plasma	2327	caffeine	7655.0	3.37e+01										
Test243	56932	vd	l	plasma	2327	caffeine	7656.0	4.24e+01										
Test243	56933	vd	l	plasma	2327	caffeine	7657.0	3.08e+01										
Test243	56934	vd	l	plasma	2327	caffeine	7658.0	4.62e+01										
Test243	56935	vd	l	plasma	2327	caffeine	7659.0	4.67e+01										
Test243	56936	vd	l	plasma	2327	caffeine	7660.0	5.51e+01										
Test243	56937	vd	l	plasma	2327	caffeine	7661.0	6.03e+01										
Test243	56938	vd	l	plasma	2327	caffeine	7662.0	5.79e+01										
Test243	56939	vd	l	plasma	2327	caffeine	7663.0	6.90e+01										
Test243	56940	vd	l	plasma	2327	caffeine	7664.0	7.47e+01										
Test243	56941	vd	l	plasma	2327	caffeine	7665.0	3.93e+01										
Test243	56942	vd	l	plasma	2327	caffeine	7666.0	4.07e+01										
Test243	56943	vd	l	plasma	2327	caffeine	7667.0	6.12e+01										
Test243	56944	vd	l	plasma	2327	caffeine	7668.0	6.08e+01										
Test243	56945	vd	l	plasma	2327	caffeine	7669.0	4.59e+01										
Test243	56946	vd	l	plasma	2327	caffeine	7670.0	5.57e+01										
Test243	56947	vd	l	plasma	2327	caffeine	7671.0	4.32e+01										
Test243	56948	vd	l	plasma	2327	caffeine	7672.0	4.09e+01										
Test243	56949	vd	l	plasma	2327	caffeine	7673.0	6.77e+01										
Test243	56950	vd	l	plasma	2327	caffeine	7674.0	5.94e+01										
Test243	56951	vd	l	plasma	2327	caffeine	7675.0	5.50e+01										
Test243	56952	vd	l	plasma	2327	caffeine	7676.0	5.27e+01										
Test243	56953	vd	l	plasma	2327	caffeine	7677.0	3.88e+01										
Test243	56954	vd	l	plasma	2327	caffeine	7678.0	5.77e+01										
Test243	56955	vd	l	plasma	2327	caffeine	7679.0	4.28e+01										
Test243	56956	vd	l	plasma	2327	caffeine	7680.0	5.19e+01										
Test243	56957	vd	l	plasma	2327	caffeine	7681.0	3.71e+01										
Test243	56958	vd	l	plasma	2327	caffeine	7682.0	3.53e+01										
Chen1991	57266	cmax	nmol/l	plasma	2339	codeine	7723.0	1.42e+02										
Test243	56959	vd	l	plasma	2327	caffeine	7683.0	5.29e+01										
Parsons1978	56112	clearance	l/h/kg	saliva	2320	caffeine	7555.0	2.70e-01										
Test243	56960	vd	l	plasma	2327	caffeine	7684.0	5.61e+01										
Test243	56961	vd	l	plasma	2327	caffeine	7685.0	3.68e+01										
Parsons1978	56114	clearance	l/h/kg	saliva	2320	caffeine	7556.0	5.20e-02										
Test243	56962	vd	l	plasma	2327	caffeine	7686.0	4.14e+01										
Test243	56963	vd	l	plasma	2327	caffeine	7687.0	3.44e+01										
Test243	56964	vd	l	plasma	2327	caffeine	7688.0	6.21e+01										
Parsons1978	56116	clearance	l/h/kg	saliva	2320	caffeine	7557.0	7.00e-02										
Test243	56965	vd	l	plasma	2327	caffeine	7689.0	4.47e+01										
Test243	56966	vd	l	plasma	2327	caffeine	7690.0	6.55e+01										
Parsons1978	56118	clearance	l/h/kg	saliva	2320	caffeine	7558.0	3.60e-02										
Test243	56967	vd	l	plasma	2327	caffeine	7691.0	4.75e+01										
Test243	56968	vd	l	plasma	2327	caffeine	7692.0	4.37e+01										
Test243	56969	vd	l	plasma	2327	caffeine	7693.0	4.66e+01										
Parsons1978	56120	clearance	l/h/kg	saliva	2320	caffeine	7559.0	7.00e-02										
Test243	56970	vd	l	plasma	2327	caffeine	7694.0	5.30e+01										
Test243	56971	vd	l	plasma	2327	caffeine	7695.0	5.70e+01										
Test243	56972	vd	l	plasma	2327	caffeine	7696.0	6.37e+01										
Parsons1978	56122	clearance	l/h/kg	saliva	2320	caffeine	7560.0	2.10e-02										
Test243	56973	vd	l	plasma	2327	caffeine	7697.0	4.74e+01										
Test243	56974	vd	l	plasma	2327	caffeine	7698.0	3.64e+01										
Test243	56975	vd	l	plasma	2327	caffeine	7699.0	7.03e+01										
Parsons1978	56124	clearance	l/h/kg	saliva	2320	caffeine	7561.0	6.30e-02										
Test243	56976	vd	l	plasma	2327	caffeine	7700.0	3.86e+01										
Test243	56977	vd	l	plasma	2327	caffeine	7701.0	3.79e+01										
Parsons1978	56126	clearance	l/h/kg	saliva	2320	caffeine	7562.0	1.10e-01										
Test243	56978	vd	l	plasma	2327	caffeine	7702.0	3.87e+01										
Test243	56979	vd	l	plasma	2327	caffeine	7703.0	4.93e+01										
Test243	56980	vd	l	plasma	2327	caffeine	7704.0	4.41e+01										
Parsons1978	56128	clearance	l/h/kg	saliva	2320	caffeine	7563.0	1.45e-01										
Chen1991	57267	cmax	nmol/l	plasma	2339	codeine	7724.0	1.60e+02										
Chen1991	57268	tmax	h	plasma	2339	codeine	7717.0	7.50e-01										
Parsons1978	56130	clearance	l/h/kg	saliva	2320	caffeine	7564.0	7.60e-02										
Chen1991	57269	tmax	h	plasma	2339	codeine	7718.0	5.00e-01										
Chen1991	57270	tmax	h	plasma	2339	codeine	7719.0	1.00e+00										
Chen1991	57271	tmax	h	plasma	2339	codeine	7720.0	1.00e+00										
Parsons1978	56132	clearance	l/h/kg	saliva	2320	caffeine	7565.0	1.17e-01										
Chen1991	57272	tmax	h	plasma	2339	codeine	7721.0	1.25e+00										
Chen1991	57273	tmax	h	plasma	2339	codeine	7722.0	7.50e-01										
Parsons1978	56134	clearance	l/h/kg	saliva	2320	caffeine	7566.0	1.35e-01										
Chen1991	57274	tmax	h	plasma	2339	codeine	7723.0	1.50e+00										
Parsons1978	56135	thalf	h	saliva	2320	caffeine			1863.0	6.00e+00								
Chen1991	57275	tmax	h	plasma	2339	codeine	7724.0	1.00e+00										
Chen1991	57277	auc_inf	µmol*h/l	plasma	2339	codeine	7717.0	7.89e-01										
Parsons1978	56137	kel	1/h	saliva	2320	caffeine			1863.0	1.30e-01	3.61e-03	1.00e-01			1.30e-02			
Chen1991	57279	auc_inf	µmol*h/l	plasma	2339	codeine	7718.0	8.76e-01										
Parsons1978	56139	vd	l/kg	saliva	2320	caffeine			1863.0	6.10e-01	2.22e-02	1.31e-01			8.00e-02			
Chen1991	57281	auc_inf	µmol*h/l	plasma	2339	codeine	7719.0	8.16e-01										
Parsons1978	56141	clearance	l/h/kg	saliva	2320	caffeine			1863.0	9.40e-02	4.99e-03	1.91e-01			1.80e-02			
Chen1991	57283	auc_inf	µmol*h/l	plasma	2339	codeine	7720.0	7.22e-01										
Parsons1978	56142	thalf	h	saliva	2320	caffeine			1864.0	3.50e+00								
Parsons1978	56144	kel	1/h	saliva	2320	caffeine			1864.0	2.30e-01	8.04e-03	1.26e-01			2.90e-02			
Parsons1978	56146	vd	l/kg	saliva	2320	caffeine			1864.0	7.20e-01	1.86e-02	9.31e-02			6.70e-02			
Parsons1978	56148	clearance	l/h/kg	saliva	2320	caffeine			1864.0	1.55e-01	4.44e-03	1.03e-01			1.60e-02			
Healy1989	55569	thalf	h	plasma	2298	caffeine			1849.0	5.20e+00	3.79e-01	2.31e-01			1.20e+00			
Healy1989	55571	vd	l/kg	plasma	2298	caffeine			1849.0	6.70e-01	6.01e-02	2.84e-01			1.90e-01			
Chen1991	57285	auc_inf	µmol*h/l	plasma	2339	codeine	7721.0	8.56e-01										
Healy1989	55573	auc_inf	mg*h/l	plasma	2298	caffeine			1849.0	1.63e+01	2.09e+00	4.05e-01			6.60e+00			
Chen1991	57287	auc_inf	µmol*h/l	plasma	2339	codeine	7722.0	8.09e-01										
Healy1989	55575	clearance	ml/min/1.73m^2	plasma	2298	caffeine			1849.0	1.06e+02	1.32e+01	3.92e-01			4.16e+01			
Chen1991	57289	auc_inf	µmol*h/l	plasma	2339	codeine	7723.0	8.86e-01										
Healy1989	55577	cmax	µg/ml	plasma	2298	paraxanthine			1849.0	6.00e-01	6.32e-02	3.33e-01			2.00e-01			
Healy1989	55579	tmax	h	plasma	2298	paraxanthine			1849.0	6.20e+00	5.38e-01	2.74e-01			1.70e+00			
Chen1991	57291	auc_inf	µmol*h/l	plasma	2339	codeine	7724.0	8.13e-01										
Chen1991	57293	auc_inf	µmol*h/l	saliva	2339	codeine	7717.0	1.93e+00										
Healy1989	55581	auc_end	mg*h/l	plasma	2298	paraxanthine			1849.0	4.60e+00	4.11e-01	2.83e-01	10.0	h	1.30e+00			
Chen1991	57295	auc_inf	µmol*h/l	saliva	2339	codeine	7718.0	3.67e+00										
Bonati1982	54257	kabs	1/h	plasma	2198	caffeine			1818.0	5.60e+00	1.75e+00		24.0	h				
Chen1991	57297	auc_inf	µmol*h/l	saliva	2339	codeine	7719.0	2.02e+00										
Chen1991	57299	auc_inf	µmol*h/l	saliva	2339	codeine	7720.0	2.60e+00										
Chen1991	57301	auc_inf	µmol*h/l	saliva	2339	codeine	7721.0	2.54e+00										
Chen1991	57303	auc_inf	µmol*h/l	saliva	2339	codeine	7722.0	3.06e+00										
Chen1991	57305	auc_inf	µmol*h/l	saliva	2339	codeine	7723.0	2.42e+00										
Chen1991	57307	auc_inf	µmol*h/l	saliva	2339	codeine	7724.0	1.73e+00										
Chen1991	57309	clearance_renal	l/h	plasma	2339	codeine	7717.0	1.07e+01										
Chen1991	57311	clearance_renal	l/h	plasma	2339	codeine	7718.0	9.42e+00										
Chen1991	57313	clearance_renal	l/h	plasma	2339	codeine	7719.0	4.02e+00										
Chen1991	57315	clearance_renal	l/h	plasma	2339	codeine	7720.0	1.00e+01										
Chen1991	57317	clearance_renal	l/h	plasma	2339	codeine	7721.0	1.25e+01										
Chen1991	57319	clearance_renal	l/h	plasma	2339	codeine	7722.0	1.56e+01										
Chen1991	57321	clearance_renal	l/h	plasma	2339	codeine	7723.0	1.13e+01										
Chen1991	57323	clearance_renal	l/h	plasma	2339	codeine	7724.0	1.43e+01										
Chen1991	57325	recovery	-	urine	2339	codeine	7717.0	1.11e-01										
Chen1991	57327	recovery	-	urine	2339	codeine	7718.0	1.08e-01										
Bonati1982	54258	kel	1/h	plasma	2198	caffeine			1818.0	1.39e-01	2.50e-02		24.0	h				
Bonati1982	54259	thalf	h	plasma	2198	caffeine			1818.0	5.00e+00			24.0	h				
Bonati1982	54261	auc_end	mg*h/l	plasma	2198	caffeine			1818.0	1.63e+01	2.47e+00	3.03e-01	24.0	h				
Bonati1982	54262	vd	l	plasma	2198	caffeine			1818.0	5.35e+01	5.70e+00		24.0	h				
Bonati1982	54264	clearance	l/h	plasma	2198	caffeine			1818.0	7.14e+00	8.40e-01	2.35e-01	24.0	h				
Bonati1982	54265	kabs	1/h	plasma	2199	caffeine			1818.0	6.31e+00	1.91e+00		24.0	h				
Bonati1982	54266	kel	1/h	plasma	2199	caffeine			1818.0	1.10e-01	1.60e-02		24.0	h				
Bonati1982	54267	thalf	h	plasma	2199	caffeine			1818.0	6.30e+00			24.0	h				
Chen1991	57329	recovery	-	urine	2339	codeine	7719.0	4.30e-02										
Bonati1982	54269	auc_end	mg*h/l	plasma	2199	caffeine			1818.0	8.61e+01	1.15e+01	2.68e-01	24.0	h				
Bonati1982	54270	vd	l	plasma	2199	caffeine			1818.0	3.94e+01	1.60e+00		24.0	h				
Patwardhan1980	56150	thalf	h	plasma	2321	caffeine			1866.0	5.50e+00	7.21e-01	4.73e-01			2.60e+00			
Chen1991	57331	recovery	-	urine	2339	codeine	7720.0	9.50e-02										
Patwardhan1980	56152	thalf	h	plasma	2321	caffeine			1867.0	6.20e+00	5.33e-01	2.58e-01			1.60e+00			
Harder1988	55265	auc_inf	mg*h/l	plasma	2224	caffeine			1847.0	2.14e+01	2.66e+00	4.30e-01			9.20e+00			
Harder1988	55267	tmax	h	plasma	2224	caffeine			1847.0	1.00e+00	1.44e-01	5.00e-01			5.00e-01			
Harder1988	55269	cmax	µg/ml	plasma	2224	caffeine			1847.0	3.94e+00	1.73e-01	1.52e-01			6.00e-01			
Harder1988	55271	thalf	h	plasma	2224	caffeine			1847.0	3.40e+00	2.60e-01	2.65e-01			9.00e-01			
Harder1988	55273	auc_inf	mg*h/l	plasma	2224	caffeine			1847.0	2.24e+01	2.17e+00	3.35e-01			7.50e+00			
Harder1988	55275	tmax	h	plasma	2224	caffeine			1847.0	7.10e-01	7.51e-02	3.66e-01			2.60e-01			
Harder1988	55277	cmax	µg/ml	plasma	2224	caffeine			1847.0	4.49e+00	3.72e-01	2.87e-01			1.29e+00			
Harder1988	55279	thalf	h	plasma	2224	caffeine			1847.0	3.40e+00	2.89e-01	2.94e-01			1.00e+00			
Harder1988	55281	auc_inf	mg*h/l	plasma	2224	caffeine			1847.0	2.04e+01	1.96e+00	3.33e-01			6.80e+00			
Harder1988	55283	tmax	h	plasma	2224	caffeine			1847.0	9.00e-01	1.15e-01	4.44e-01			4.00e-01			
Harder1988	55285	cmax	µg/ml	plasma	2224	caffeine			1847.0	3.91e+00	3.06e-01	2.71e-01			1.06e+00			
Harder1988	55287	thalf	h	plasma	2224	caffeine			1847.0	3.00e+00	3.18e-01	3.67e-01			1.10e+00			
Harder1988	55289	auc_inf	mg*h/l	plasma	2224	caffeine			1847.0	2.00e+01	2.25e+00	3.90e-01			7.80e+00			
Harder1988	55291	tmax	h	plasma	2224	caffeine			1847.0	8.00e-01	8.66e-02	3.75e-01			3.00e-01			
Harder1988	55293	cmax	µg/ml	plasma	2224	caffeine			1847.0	3.99e+00	2.31e-01	2.01e-01			8.00e-01			
Harder1988	55295	thalf	h	plasma	2224	caffeine			1847.0	3.40e+00	3.46e-01	3.53e-01			1.20e+00			
Harder1988	55297	auc_inf	mg*h/l	plasma	2224	caffeine			1847.0	2.18e+01	2.51e+00	3.99e-01			8.70e+00			
Harder1988	55299	tmax	h	plasma	2224	caffeine			1847.0	1.00e+00	1.44e-01	5.00e-01			5.00e-01			
Harder1988	55301	cmax	µg/ml	plasma	2224	caffeine			1847.0	4.27e+00	1.79e-01	1.45e-01			6.20e-01			
Harder1988	55303	thalf	h	plasma	2224	caffeine			1847.0	3.30e+00	3.75e-01	3.94e-01			1.30e+00			
Harder1988	55305	auc_inf	mg*h/l	plasma	2224	caffeine			1847.0	2.26e+01	2.83e+00	4.34e-01			9.80e+00			
Harder1988	55307	tmax	h	plasma	2224	caffeine			1847.0	7.00e-01	8.66e-02	4.29e-01			3.00e-01			
Harder1988	55309	cmax	µg/ml	plasma	2224	caffeine			1847.0	3.90e+00	2.02e-01	1.79e-01			7.00e-01			
Harder1988	55311	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.66e-01	1.96e-02	4.10e-01			6.80e-02			
Harder1988	55313	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.59e-01	1.76e-02	3.84e-01			6.10e-02			
Harder1988	55315	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.68e-01	2.63e-02	5.42e-01			9.10e-02			
Harder1988	55317	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.43e-01	1.56e-02	3.78e-01			5.40e-02			
Balogh1992	53174	clearance	l/h/kg	plasma	2175	caffeine			1795.0	1.51e-01	1.68e-02	3.85e-01			5.82e-02			
Balogh1992	53176	thalf	h	plasma	2175	caffeine			1795.0	3.30e+00	3.29e-01	3.45e-01			1.14e+00			
Balogh1992	53178	thalf	h	plasma	2175	caffeine			1795.0	3.30e+00	3.29e-01	3.45e-01			1.14e+00			
Balogh1992	53179	thalf	h	plasma	2175	caffeine	7281.0	1.90e+00										
Balogh1992	53180	thalf	h	plasma	2175	caffeine	7281.0	1.70e+00										
Balogh1992	53181	thalf	h	plasma	2175	caffeine	7281.0	2.60e+00										
Balogh1992	53182	thalf	h	plasma	2175	caffeine	7281.0	2.20e+00										
Balogh1992	53183	thalf	h	plasma	2175	caffeine	7281.0	2.30e+00										
Balogh1992	53184	thalf	h	plasma	2175	caffeine	7281.0	2.10e+00										
Balogh1992	53185	thalf	h	plasma	2175	caffeine	7282.0	5.90e+00										
Balogh1992	53186	thalf	h	plasma	2175	caffeine	7282.0	4.90e+00										
Balogh1992	53187	thalf	h	plasma	2175	caffeine	7282.0	5.60e+00										
Balogh1992	53188	thalf	h	plasma	2175	caffeine	7282.0	3.10e+00										
Balogh1992	53189	thalf	h	plasma	2175	caffeine	7282.0	4.60e+00										
Balogh1992	53190	thalf	h	plasma	2175	caffeine	7282.0	5.30e+00										
Balogh1992	53191	thalf	h	plasma	2175	caffeine	7283.0	3.50e+00										
Balogh1992	53192	thalf	h	plasma	2175	caffeine	7283.0	4.60e+00										
Balogh1992	53193	thalf	h	plasma	2175	caffeine	7283.0	3.60e+00										
Balogh1992	53194	thalf	h	plasma	2175	caffeine	7283.0	3.80e+00										
Balogh1992	53195	thalf	h	plasma	2175	caffeine	7283.0	2.60e+00										
Balogh1992	53196	thalf	h	plasma	2175	caffeine	7283.0	4.20e+00										
Balogh1992	53197	thalf	h	plasma	2175	caffeine	7284.0	4.20e+00										
Balogh1992	53198	thalf	h	plasma	2175	caffeine	7284.0	3.60e+00										
Balogh1992	53199	thalf	h	plasma	2175	caffeine	7284.0	3.60e+00										
Balogh1992	53200	thalf	h	plasma	2175	caffeine	7284.0	3.90e+00										
Balogh1992	53201	thalf	h	plasma	2175	caffeine	7284.0	3.90e+00										
Balogh1992	53202	thalf	h	plasma	2175	caffeine	7284.0	3.10e+00										
Balogh1992	53203	thalf	h	plasma	2175	caffeine	7285.0	2.60e+00										
Balogh1992	53204	thalf	h	plasma	2175	caffeine	7285.0	1.80e+00										
Balogh1992	53205	thalf	h	plasma	2175	caffeine	7285.0	1.90e+00										
Balogh1992	53206	thalf	h	plasma	2175	caffeine	7285.0	3.20e+00										
Balogh1992	53207	thalf	h	plasma	2175	caffeine	7285.0	1.90e+00										
Balogh1992	53208	thalf	h	plasma	2175	caffeine	7285.0	2.30e+00										
Balogh1992	53209	thalf	h	plasma	2175	caffeine	7286.0	1.90e+00										
Balogh1992	53210	thalf	h	plasma	2175	caffeine	7286.0	1.90e+00										
Balogh1992	53211	thalf	h	plasma	2175	caffeine	7286.0	1.30e+00										
Balogh1992	53212	thalf	h	plasma	2175	caffeine	7286.0	1.50e+00										
Balogh1992	53213	thalf	h	plasma	2175	caffeine	7286.0	1.80e+00										
Balogh1992	53214	thalf	h	plasma	2175	caffeine	7286.0	1.90e+00										
Balogh1992	53215	thalf	h	plasma	2175	caffeine	7287.0	2.60e+00										
Balogh1992	53216	thalf	h	plasma	2175	caffeine	7287.0	1.90e+00										
Balogh1992	53217	thalf	h	plasma	2175	caffeine	7287.0	2.80e+00										
Balogh1992	53218	thalf	h	plasma	2175	caffeine	7287.0	3.80e+00										
Balogh1992	53219	thalf	h	plasma	2175	caffeine	7287.0	2.20e+00										
Balogh1992	53220	thalf	h	plasma	2175	caffeine	7287.0	2.60e+00										
Balogh1992	53221	thalf	h	plasma	2175	caffeine	7288.0	2.70e+00										
Balogh1992	53222	thalf	h	plasma	2175	caffeine	7288.0	3.20e+00										
Balogh1992	53223	thalf	h	plasma	2175	caffeine	7288.0	2.80e+00										
Balogh1992	53224	thalf	h	plasma	2175	caffeine	7288.0	3.10e+00										
Balogh1992	53225	thalf	h	plasma	2175	caffeine	7288.0	3.50e+00										
Balogh1992	53226	thalf	h	plasma	2175	caffeine	7288.0	2.40e+00										
Balogh1992	53227	thalf	h	plasma	2175	caffeine	7289.0	4.40e+00										
Balogh1992	53228	thalf	h	plasma	2175	caffeine	7289.0	4.10e+00										
Balogh1992	53229	thalf	h	plasma	2175	caffeine	7289.0	4.90e+00										
Balogh1992	53230	thalf	h	plasma	2175	caffeine	7289.0	4.90e+00										
Balogh1992	53231	thalf	h	plasma	2175	caffeine	7289.0	3.20e+00										
Balogh1992	53232	thalf	h	plasma	2175	caffeine	7289.0	4.70e+00										
Balogh1992	53233	thalf	h	plasma	2175	caffeine	7290.0	3.10e+00										
Balogh1992	53234	thalf	h	plasma	2175	caffeine	7290.0	3.20e+00										
Balogh1992	53235	thalf	h	plasma	2175	caffeine	7290.0	3.30e+00										
Balogh1992	53236	thalf	h	plasma	2175	caffeine	7290.0	2.70e+00										
Balogh1992	53237	thalf	h	plasma	2175	caffeine	7290.0	3.00e+00										
Balogh1992	53238	thalf	h	plasma	2175	caffeine	7290.0	3.50e+00										
Balogh1992	53239	thalf	h	plasma	2175	caffeine	7291.0	3.60e+00										
Balogh1992	53240	thalf	h	plasma	2175	caffeine	7291.0	3.30e+00										
Balogh1992	53241	thalf	h	plasma	2175	caffeine	7291.0	3.50e+00										
Balogh1992	53242	thalf	h	plasma	2175	caffeine	7291.0	4.30e+00										
Balogh1992	53243	thalf	h	plasma	2175	caffeine	7291.0	1.90e+00										
Balogh1992	53244	thalf	h	plasma	2175	caffeine	7291.0	3.00e+00										
Balogh1992	53245	thalf	h	plasma	2175	caffeine	7292.0	3.60e+00										
Balogh1992	53246	thalf	h	plasma	2175	caffeine	7292.0	3.30e+00										
Balogh1992	53247	thalf	h	plasma	2175	caffeine	7292.0	3.50e+00										
Balogh1992	53248	thalf	h	plasma	2175	caffeine	7292.0	4.30e+00										
Balogh1992	53249	thalf	h	plasma	2175	caffeine	7292.0	1.90e+00										
Balogh1992	53250	thalf	h	plasma	2175	caffeine	7292.0	3.00e+00										
Balogh1992	53252	clearance	l/h/kg	plasma	2175	caffeine	7281.0	1.96e-01										
Balogh1992	53254	clearance	l/h/kg	plasma	2175	caffeine	7281.0	2.03e-01										
Balogh1992	53256	clearance	l/h/kg	plasma	2175	caffeine	7281.0	1.88e-01										
Balogh1992	53258	clearance	l/h/kg	plasma	2175	caffeine	7281.0	2.23e-01										
Balogh1992	53260	clearance	l/h/kg	plasma	2175	caffeine	7281.0	2.25e-01										
Harder1988	55319	clearance	l/h/kg	plasma	2224	caffeine			1847.0	1.70e-01	2.40e-02	4.88e-01			8.30e-02			
Balogh1992	53262	clearance	l/h/kg	plasma	2175	caffeine	7281.0	2.57e-01										
Balogh1992	53264	clearance	l/h/kg	plasma	2175	caffeine	7282.0	6.30e-02										
