study	pk	pktype	unit	tissue	interventions	substance_name	individual_pk	value	group_pk	mean	se	cv	time	time_unit	sd	min	max	median
Akinyinka2000	52950	auc_inf	mg*h/l	saliva	2171	paraxanthine			1788.0	9.90e+00								
Akinyinka2000	52951	thalf	h	plasma	2171	paraxanthine			1788.0	4.40e+00								
Granfors2005	55105	ratio	-	plasma	2222	paraxanthine/caffeine	7413.0	1.38e+00					6.0	h				
Akinyinka2000	52952	thalf	h	saliva	2171	paraxanthine			1788.0	8.70e+00								
Carbo1989	54371	cmax	µg/ml	plasma	2202	caffeine	7358.0	6.50e+00					24.0	h				
Carbo1989	54372	cmax	µg/ml	plasma	2202	caffeine	7359.0	8.11e+00					24.0	h				
Carbo1989	54373	cmax	µg/ml	plasma	2202	caffeine	7360.0	5.87e+00					24.0	h				
Carbo1989	54374	cmax	µg/ml	plasma	2202	caffeine	7361.0	8.17e+00					24.0	h				
Carbo1989	54375	cmax	µg/ml	plasma	2202	caffeine	7362.0	6.36e+00					24.0	h				
Carbo1989	54376	cmax	µg/ml	plasma	2202	caffeine	7363.0	7.35e+00					24.0	h				
Carbo1989	54377	tmax	h	plasma	2202	caffeine	7358.0	1.00e+00					24.0	h				
Carbo1989	54378	tmax	h	plasma	2202	caffeine	7359.0	1.00e+00					24.0	h				
Carbo1989	54379	tmax	h	plasma	2202	caffeine	7360.0	2.00e+00					24.0	h				
Carbo1989	54380	tmax	h	plasma	2202	caffeine	7361.0	1.00e+00					24.0	h				
Carbo1989	54381	tmax	h	plasma	2202	caffeine	7362.0	1.00e+00					24.0	h				
Carbo1989	54382	tmax	h	plasma	2202	caffeine	7363.0	2.00e+00					24.0	h				
Carbo1989	54383	thalf	h	plasma	2202	caffeine	7358.0	3.53e+00					24.0	h				
Carbo1989	54384	thalf	h	plasma	2202	caffeine	7359.0	3.71e+00					24.0	h				
Carbo1989	54385	thalf	h	plasma	2202	caffeine	7360.0	1.02e+00					24.0	h				
Carbo1989	54386	thalf	h	plasma	2202	caffeine	7361.0	1.35e+01					24.0	h				
Carbo1989	54387	thalf	h	plasma	2202	caffeine	7362.0	2.77e+00					24.0	h				
Carbo1989	54388	thalf	h	plasma	2202	caffeine	7363.0	3.40e+00					24.0	h				
Granfors2005	55106	ratio	-	plasma	2222	paraxanthine/caffeine	7414.0	1.25e+00					6.0	h				
Granfors2005	55107	ratio	-	plasma	2222	paraxanthine/caffeine	7415.0	9.90e-01					6.0	h				
Granfors2005	55108	ratio	-	plasma	2222	paraxanthine/caffeine	7416.0	7.60e-01					6.0	h				
Granfors2005	55109	ratio	-	plasma	2222	paraxanthine/caffeine	7417.0	9.20e-01					6.0	h				
Granfors2005	55110	ratio	-	plasma	2222	paraxanthine/caffeine	7418.0	8.50e-01					6.0	h				
Granfors2005	55111	ratio	-	plasma	2222	paraxanthine/caffeine	7419.0	1.21e+00					6.0	h				
Granfors2005	55112	ratio	-	plasma	2222	paraxanthine/caffeine	7420.0	7.20e-01					6.0	h				
Granfors2005	55113	ratio	-	plasma	2222	paraxanthine/caffeine	7421.0	6.00e-01					6.0	h				
Granfors2005	55114	ratio	-	plasma	2222	paraxanthine/caffeine	7422.0	6.30e-01					6.0	h				
Granfors2005	55115	ratio	-	plasma	2222	paraxanthine/caffeine	7423.0	4.20e-01					6.0	h				
Granfors2005	55116	ratio	-	plasma	2222	paraxanthine/caffeine	7424.0	3.90e-01					6.0	h				
Granfors2005	55117	ratio	-	plasma	2222	paraxanthine/caffeine	7425.0	4.30e-01					6.0	h				
Granfors2005	55118	ratio	-	plasma	2222	paraxanthine/caffeine	7426.0	4.60e-01					6.0	h				
Granfors2005	55119	ratio	-	plasma	2222	paraxanthine/caffeine	7427.0	3.40e-01					6.0	h				
Granfors2005	55120	ratio	-	plasma	2222	caffeine/paraxanthine	7428.0	1.81e+00					6.0	h				
Granfors2005	55121	ratio	-	plasma	2222	caffeine/paraxanthine	7429.0	3.10e+00					6.0	h				
Granfors2005	55122	ratio	-	plasma	2222	caffeine/paraxanthine	7430.0	2.62e+00					6.0	h				
Granfors2005	55123	ratio	-	plasma	2222	caffeine/paraxanthine	7431.0	2.69e+00					6.0	h				
Granfors2005	55124	ratio	-	plasma	2222	caffeine/paraxanthine	7432.0	2.42e+00					6.0	h				
Granfors2005	55125	ratio	-	plasma	2222	caffeine/paraxanthine	7433.0	3.16e+00					6.0	h				
Granfors2005	55126	ratio	-	plasma	2222	caffeine/paraxanthine	7434.0	3.29e+00					6.0	h				
Granfors2005	55127	ratio	-	plasma	2222	caffeine/paraxanthine	7435.0	4.20e+00					6.0	h				
Granfors2005	55128	ratio	-	plasma	2222	caffeine/paraxanthine	7436.0	4.24e+00					6.0	h				
Granfors2005	55129	ratio	-	plasma	2222	caffeine/paraxanthine	7437.0	4.21e+00					6.0	h				
Granfors2005	55130	ratio	-	plasma	2222	caffeine/paraxanthine	7438.0	4.95e+00					6.0	h				
Granfors2005	55131	ratio	-	plasma	2222	caffeine/paraxanthine	7439.0	5.98e+00					6.0	h				
Granfors2005	55132	ratio	-	plasma	2222	caffeine/paraxanthine	7440.0	5.78e+00					6.0	h				
Granfors2005	55133	ratio	-	plasma	2222	caffeine/paraxanthine	7441.0	9.04e+00					6.0	h				
Granfors2005	55134	ratio	-	plasma	2222	caffeine/paraxanthine	7442.0	1.11e+01					6.0	h				
Granfors2005	55135	ratio	-	plasma	2222	paraxanthine/caffeine	7428.0	5.50e-01					6.0	h				
Granfors2005	55136	ratio	-	plasma	2222	paraxanthine/caffeine	7429.0	3.20e-01					6.0	h				
Granfors2005	55137	ratio	-	plasma	2222	paraxanthine/caffeine	7430.0	3.80e-01					6.0	h				
Granfors2005	55138	ratio	-	plasma	2222	paraxanthine/caffeine	7431.0	3.70e-01					6.0	h				
Granfors2005	55139	ratio	-	plasma	2222	paraxanthine/caffeine	7432.0	4.10e-01					6.0	h				
Granfors2005	55140	ratio	-	plasma	2222	paraxanthine/caffeine	7433.0	3.20e-01					6.0	h				
Granfors2005	55141	ratio	-	plasma	2222	paraxanthine/caffeine	7434.0	3.00e-01					6.0	h				
Granfors2005	55142	ratio	-	plasma	2222	paraxanthine/caffeine	7435.0	2.40e-01					6.0	h				
Granfors2005	55143	ratio	-	plasma	2222	paraxanthine/caffeine	7436.0	2.40e-01					6.0	h				
Granfors2005	55144	ratio	-	plasma	2222	paraxanthine/caffeine	7437.0	2.40e-01					6.0	h				
Granfors2005	55145	ratio	-	plasma	2222	paraxanthine/caffeine	7438.0	2.00e-01					6.0	h				
Granfors2005	55146	ratio	-	plasma	2222	paraxanthine/caffeine	7439.0	1.70e-01					6.0	h				
Granfors2005	55147	ratio	-	plasma	2222	paraxanthine/caffeine	7440.0	1.70e-01					6.0	h				
Granfors2005	55148	ratio	-	plasma	2222	paraxanthine/caffeine	7441.0	1.10e-01					6.0	h				
Granfors2005	55149	ratio	-	plasma	2222	paraxanthine/caffeine	7442.0	9.00e-02					6.0	h				
Granfors2005	55151	ratio	-	plasma	2222	caffeine/paraxanthine			1844.0	1.62e+00	1.83e-01	4.38e-01	6.0	h	7.10e-01			
Granfors2005	55153	ratio	-	plasma	2222	caffeine/paraxanthine			1845.0	4.60e+00	6.61e-01	5.57e-01	6.0	h	2.56e+00			
Joeres1988	55746	clearance	l/h	plasma	2307	caffeine	7451.0	6.06e+00										
Joeres1988	55748	clearance	l/h	plasma	2307	caffeine	7452.0	5.83e+00										
Carbo1989	54389	auc_end	mg*h/l	plasma	2202	caffeine	7358.0	3.09e+01					24.0	h				
Carbo1989	54390	auc_end	mg*h/l	plasma	2202	caffeine	7359.0	4.27e+01					24.0	h				
Carbo1989	54391	auc_end	mg*h/l	plasma	2202	caffeine	7360.0	2.01e+01					24.0	h				
Carbo1989	54392	auc_end	mg*h/l	plasma	2202	caffeine	7361.0	8.67e+01					24.0	h				
Carbo1989	54393	auc_end	mg*h/l	plasma	2202	caffeine	7362.0	3.42e+01					24.0	h				
Carbo1989	54394	auc_end	mg*h/l	plasma	2202	caffeine	7363.0	4.99e+01					24.0	h				
Carbo1989	54395	auc_inf	mg*h/l	plasma	2202	caffeine	7358.0	3.09e+01					24.0	h				
Carbo1989	54396	auc_inf	mg*h/l	plasma	2202	caffeine	7359.0	4.27e+01					24.0	h				
Carbo1989	54397	auc_inf	mg*h/l	plasma	2202	caffeine	7360.0	2.01e+01					24.0	h				
Carbo1989	54398	auc_inf	mg*h/l	plasma	2202	caffeine	7361.0	8.67e+01					24.0	h				
Carbo1989	54399	auc_inf	mg*h/l	plasma	2202	caffeine	7362.0	3.42e+01					24.0	h				
Carbo1989	54400	auc_inf	mg*h/l	plasma	2202	caffeine	7363.0	4.99e+01					24.0	h				
Carbo1989	54401	vd	l/kg	plasma	2202	caffeine	7358.0	7.80e-01					24.0	h				
Carbo1989	54402	vd	l/kg	plasma	2202	caffeine	7359.0	7.10e-01					24.0	h				
Carbo1989	54403	vd	l/kg	plasma	2202	caffeine	7360.0	4.30e-01					24.0	h				
Carbo1989	54404	vd	l/kg	plasma	2202	caffeine	7361.0	1.29e+00					24.0	h				
Carbo1989	54405	vd	l/kg	plasma	2202	caffeine	7362.0	6.70e-01					24.0	h				
Carbo1989	54406	vd	l/kg	plasma	2202	caffeine	7363.0	4.90e-01					24.0	h				
Carbo1989	54407	clearance	l/h	plasma	2202	caffeine	7358.0	1.13e+01					24.0	h				
Carbo1989	54408	clearance	l/h	plasma	2202	caffeine	7359.0	8.19e+00					24.0	h				
Carbo1989	54409	clearance	l/h	plasma	2202	caffeine	7360.0	1.74e+01					24.0	h				
Carbo1989	54410	clearance	l/h	plasma	2202	caffeine	7361.0	4.03e+00					24.0	h				
Carbo1989	54411	clearance	l/h	plasma	2202	caffeine	7362.0	1.02e+01					24.0	h				
Carbo1989	54412	clearance	l/h	plasma	2202	caffeine	7363.0	7.01e+00					24.0	h				
Carbo1989	54413	cmax	µg/ml	plasma	2202	caffeine	7358.0	6.50e+00					24.0	h				
Carbo1989	54414	cmax	µg/ml	plasma	2202	caffeine	7359.0	8.11e+00					24.0	h				
Carbo1989	54415	cmax	µg/ml	plasma	2202	caffeine	7360.0	5.87e+00					24.0	h				
Carbo1989	54416	cmax	µg/ml	plasma	2202	caffeine	7361.0	8.17e+00					24.0	h				
Carbo1989	54417	cmax	µg/ml	plasma	2202	caffeine	7362.0	6.36e+00					24.0	h				
Carbo1989	54418	cmax	µg/ml	plasma	2202	caffeine	7363.0	7.35e+00					24.0	h				
Carbo1989	54419	tmax	h	plasma	2202	caffeine	7358.0	1.00e+00					24.0	h				
Carbo1989	54420	tmax	h	plasma	2202	caffeine	7359.0	1.00e+00					24.0	h				
Carbo1989	54421	tmax	h	plasma	2202	caffeine	7360.0	2.00e+00					24.0	h				
Carbo1989	54422	tmax	h	plasma	2202	caffeine	7361.0	1.00e+00					24.0	h				
Carbo1989	54423	tmax	h	plasma	2202	caffeine	7362.0	1.00e+00					24.0	h				
Carbo1989	54424	tmax	h	plasma	2202	caffeine	7363.0	2.00e+00					24.0	h				
Carbo1989	54425	thalf	h	plasma	2202	caffeine	7358.0	3.53e+00					24.0	h				
Carbo1989	54426	thalf	h	plasma	2202	caffeine	7359.0	3.71e+00					24.0	h				
Carbo1989	54427	thalf	h	plasma	2202	caffeine	7360.0	1.02e+00					24.0	h				
Carbo1989	54428	thalf	h	plasma	2202	caffeine	7361.0	1.35e+01					24.0	h				
Carbo1989	54429	thalf	h	plasma	2202	caffeine	7362.0	2.77e+00					24.0	h				
Carbo1989	54430	thalf	h	plasma	2202	caffeine	7363.0	3.40e+00					24.0	h				
Carbo1989	54431	auc_end	mg*h/l	plasma	2202	caffeine	7358.0	3.09e+01					24.0	h				
Carbo1989	54432	auc_end	mg*h/l	plasma	2202	caffeine	7359.0	4.27e+01					24.0	h				
Carbo1989	54433	auc_end	mg*h/l	plasma	2202	caffeine	7360.0	2.01e+01					24.0	h				
Carbo1989	54434	auc_end	mg*h/l	plasma	2202	caffeine	7361.0	8.67e+01					24.0	h				
Carbo1989	54435	auc_end	mg*h/l	plasma	2202	caffeine	7362.0	3.42e+01					24.0	h				
Carbo1989	54436	auc_end	mg*h/l	plasma	2202	caffeine	7363.0	4.99e+01					24.0	h				
Carbo1989	54437	auc_inf	mg*h/l	plasma	2202	caffeine	7358.0	3.09e+01					24.0	h				
Carbo1989	54438	auc_inf	mg*h/l	plasma	2202	caffeine	7359.0	4.27e+01					24.0	h				
Carbo1989	54439	auc_inf	mg*h/l	plasma	2202	caffeine	7360.0	2.01e+01					24.0	h				
Carbo1989	54440	auc_inf	mg*h/l	plasma	2202	caffeine	7361.0	8.67e+01					24.0	h				
Carbo1989	54441	auc_inf	mg*h/l	plasma	2202	caffeine	7362.0	3.42e+01					24.0	h				
Carbo1989	54442	auc_inf	mg*h/l	plasma	2202	caffeine	7363.0	4.99e+01					24.0	h				
Carbo1989	54443	vd	l/kg	plasma	2202	caffeine	7358.0	7.80e-01					24.0	h				
Carbo1989	54444	vd	l/kg	plasma	2202	caffeine	7359.0	7.10e-01					24.0	h				
Carbo1989	54445	vd	l/kg	plasma	2202	caffeine	7360.0	4.30e-01					24.0	h				
Carbo1989	54446	vd	l/kg	plasma	2202	caffeine	7361.0	1.29e+00					24.0	h				
Carbo1989	54447	vd	l/kg	plasma	2202	caffeine	7362.0	6.70e-01					24.0	h				
Carbo1989	54448	vd	l/kg	plasma	2202	caffeine	7363.0	4.90e-01					24.0	h				
Carbo1989	54449	clearance	l/h	plasma	2202	caffeine	7358.0	1.13e+01					24.0	h				
Carbo1989	54450	clearance	l/h	plasma	2202	caffeine	7359.0	8.19e+00					24.0	h				
Carbo1989	54451	clearance	l/h	plasma	2202	caffeine	7360.0	1.74e+01					24.0	h				
Carbo1989	54452	clearance	l/h	plasma	2202	caffeine	7361.0	4.03e+00					24.0	h				
Carbo1989	54453	clearance	l/h	plasma	2202	caffeine	7362.0	1.02e+01					24.0	h				
Carbo1989	54454	clearance	l/h	plasma	2202	caffeine	7363.0	7.01e+00					24.0	h				
Joeres1988	55750	clearance	l/h	plasma	2307	caffeine	7453.0	5.51e+00										
Joeres1988	55752	clearance	l/h	plasma	2307	caffeine	7454.0	4.09e+00										
ZylberKatz1984	57093	clearance	l/h/kg	saliva	2334	caffeine	7710.0	1.14e-01										
ZylberKatz1984	57095	clearance	l/h/kg	saliva	2334	caffeine	7711.0	1.08e-01										
ZylberKatz1984	57097	clearance	l/h/kg	saliva	2334	caffeine	7712.0	1.20e-01										
ZylberKatz1984	57098	vd	l/kg	saliva	2334	caffeine	7710.0	6.40e-01										
ZylberKatz1984	57099	vd	l/kg	saliva	2334	caffeine	7711.0	6.90e-01										
ZylberKatz1984	57100	vd	l/kg	saliva	2334	caffeine	7712.0	7.70e-01										
ZylberKatz1984	57101	thalf	h	saliva	2335	caffeine	7713.0	3.10e+00										
ZylberKatz1984	57102	thalf	h	saliva	2335	caffeine	7714.0	3.90e+00										
ZylberKatz1984	57103	thalf	h	saliva	2335	caffeine	7715.0	4.30e+00										
ZylberKatz1984	57104	thalf	h	saliva	2335	caffeine	7716.0	7.60e+00										
ZylberKatz1984	57106	auc_inf	mg*h/l	saliva	2335	caffeine	7713.0	2.71e+01										
ZylberKatz1984	57108	auc_inf	mg*h/l	saliva	2335	caffeine	7714.0	4.51e+01										
ZylberKatz1984	57110	auc_inf	mg*h/l	saliva	2335	caffeine	7715.0	3.30e+01										
ZylberKatz1984	57112	auc_inf	mg*h/l	saliva	2335	caffeine	7716.0	1.09e+02										
ZylberKatz1984	57114	clearance	l/h/kg	saliva	2335	caffeine	7713.0	1.38e-01										
ZylberKatz1984	57116	clearance	l/h/kg	saliva	2335	caffeine	7714.0	9.60e-02										
ZylberKatz1984	57118	clearance	l/h/kg	saliva	2335	caffeine	7715.0	1.08e-01										
ZylberKatz1984	57120	clearance	l/h/kg	saliva	2335	caffeine	7716.0	5.40e-02										
ZylberKatz1984	57121	vd	l/kg	saliva	2335	caffeine	7713.0	6.20e-01										
ZylberKatz1984	57122	vd	l/kg	saliva	2335	caffeine	7714.0	5.30e-01										
ZylberKatz1984	57123	vd	l/kg	saliva	2335	caffeine	7715.0	6.50e-01										
ZylberKatz1984	57124	vd	l/kg	saliva	2335	caffeine	7716.0	5.70e-01										
Campbell1987a	54282	clearance	l/h/kg	plasma	2201	caffeine			1820.0	5.22e-02	3.60e-03	1.54e-01						
Chen1991	57533	recovery	-	plasma	2339	codeine	7717.0	1.11e-01										
Chen1991	57535	recovery	-	plasma	2339	codeine	7719.0	4.30e-02										
Chen1991	57537	recovery	-	plasma	2339	codeine	7720.0	9.50e-02										
Chen1991	57539	recovery	-	plasma	2339	codeine	7721.0	1.40e-01										
Chen1991	57541	recovery	-	plasma	2339	codeine	7722.0	1.66e-01										
Chen1991	57543	recovery	-	plasma	2339	codeine	7723.0	1.32e-01										
Chen1991	57545	recovery	-	plasma	2339	codeine	7724.0	1.52e-01										
Chen1991	57547	recovery	-	plasma	2339	codeine	7718.0	1.08e-01										
Chen1991	57549	recovery	-	plasma	2339	codeine-6-glucuronide	7717.0	5.84e-01										
Chen1991	57551	recovery	-	plasma	2339	codeine-6-glucuronide	7719.0	6.40e-01										
Chen1991	57553	recovery	-	plasma	2339	codeine-6-glucuronide	7720.0	4.04e-01										
Chen1991	57555	recovery	-	plasma	2339	codeine-6-glucuronide	7721.0	6.30e-01										
Chen1991	57557	recovery	-	plasma	2339	codeine-6-glucuronide	7722.0	6.63e-01										
Chen1991	57559	recovery	-	plasma	2339	codeine-6-glucuronide	7723.0	7.05e-01										
Campbell1987a	54283	thalf	h	plasma	2201	caffeine			1820.0	9.20e+00	7.00e-01							
Chen1991	57561	recovery	-	plasma	2339	codeine-6-glucuronide	7724.0	4.84e-01										
Campbell1987a	54284	kel	1/h	plasma	2201	caffeine			1820.0	9.40e-01	5.00e+00							
Chen1991	57563	recovery	-	plasma	2339	codeine-6-glucuronide	7718.0	6.70e-01										
Chen1991	57565	recovery	-	plasma	2339	morphine	7717.0	3.00e-03										
Chen1991	57567	recovery	-	plasma	2339	morphine	7719.0	7.00e-03										
Chen1991	57569	recovery	-	plasma	2339	morphine	7720.0	9.00e-03										
Campbell1987a	54286	clearance	l/h/kg	plasma	2201	caffeine			1821.0	5.64e-02	4.80e-03	1.90e-01						
Chen1991	57571	recovery	-	plasma	2339	morphine	7721.0	1.00e-02										
Campbell1987a	54287	thalf	h	plasma	2201	caffeine			1821.0	6.80e+00	8.00e-01							
Chen1991	57573	recovery	-	plasma	2339	morphine	7722.0	4.00e-03										
Chen1991	57575	recovery	-	plasma	2339	morphine	7723.0	1.00e-02										
Campbell1987a	54288	kel	1/h	plasma	2201	caffeine			1821.0	1.06e-01	1.00e-02							
Chen1991	57577	recovery	-	plasma	2339	morphine	7724.0	1.30e-02										
Chen1991	57579	recovery	-	plasma	2339	morphine	7718.0	0.00e+00										
Chen1991	57581	recovery	-	plasma	2339	morphine-3-glucuronide	7717.0	5.70e-02										
Chen1991	57583	recovery	-	plasma	2339	morphine-3-glucuronide	7719.0	4.30e-02										
Chen1991	57585	recovery	-	plasma	2339	morphine-3-glucuronide	7720.0	5.40e-02										
Chen1991	57587	recovery	-	plasma	2339	morphine-3-glucuronide	7721.0	6.70e-02										
Chen1991	57589	recovery	-	plasma	2339	morphine-3-glucuronide	7722.0	6.60e-02										
Chen1991	57591	recovery	-	plasma	2339	morphine-3-glucuronide	7723.0	4.40e-02										
Chen1991	57593	recovery	-	plasma	2339	morphine-3-glucuronide	7724.0	7.40e-02										
Campbell1987a	54290	clearance	l/h/kg	plasma	2201	caffeine			1822.0	1.16e-01	1.26e-02	2.42e-01						
Chen1991	57595	recovery	-	plasma	2339	morphine-3-glucuronide	7718.0	6.00e-03										
Campbell1987a	54291	thalf	h	plasma	2201	caffeine			1822.0	4.00e+00	6.00e-01							
Chen1991	57597	recovery	-	plasma	2339	morphine-6-glucuronide	7717.0	1.80e-02										
Campbell1987a	54292	kel	1/h	plasma	2201	caffeine			1822.0	1.89e-01	3.30e-02							
Chen1991	57599	recovery	-	plasma	2339	morphine-6-glucuronide	7719.0	7.00e-03										
Chen1991	57601	recovery	-	plasma	2339	morphine-6-glucuronide	7720.0	1.20e-02										
Chen1991	57603	recovery	-	plasma	2339	morphine-6-glucuronide	7721.0	1.90e-02										
Campbell1987a	54294	clearance	l/h/kg	plasma	2201	caffeine	7343.0	5.46e-02										
Chen1991	57605	recovery	-	plasma	2339	morphine-6-glucuronide	7722.0	1.20e-02										
Chen1991	57607	recovery	-	plasma	2339	morphine-6-glucuronide	7723.0	1.00e-02										
Chen1991	57609	recovery	-	plasma	2339	morphine-6-glucuronide	7724.0	2.10e-02										
Campbell1987a	54296	clearance	l/h/kg	plasma	2201	caffeine	7344.0	4.08e-02										
Chen1991	57611	recovery	-	plasma	2339	morphine-6-glucuronide	7718.0	0.00e+00										
Chen1991	57613	recovery	-	plasma	2339	norcodeine	7717.0	3.70e-02										
Campbell1987a	54298	clearance	l/h/kg	plasma	2201	caffeine	7345.0	5.64e-02										
Campbell1987a	54300	clearance	l/h/kg	plasma	2201	caffeine	7346.0	6.30e-02										
Campbell1987a	54302	clearance	l/h/kg	plasma	2201	caffeine	7347.0	4.68e-02										
Campbell1987a	54304	clearance	l/h/kg	plasma	2201	caffeine	7348.0	4.38e-02										
Campbell1987a	54306	clearance	l/h/kg	plasma	2201	caffeine	7349.0	6.12e-02										
Chen1991	57615	recovery	-	plasma	2339	norcodeine	7719.0	1.50e-02										
Chen1991	57617	recovery	-	plasma	2339	norcodeine	7720.0	9.00e-03										
Chen1991	57619	recovery	-	plasma	2339	norcodeine	7721.0	5.40e-02										
Chen1991	57621	recovery	-	plasma	2339	norcodeine	7722.0	4.70e-02										
Chen1991	57623	recovery	-	plasma	2339	norcodeine	7723.0	3.80e-02										
Chen1991	57625	recovery	-	plasma	2339	norcodeine	7724.0	2.80e-02										
Chen1991	57627	recovery	-	plasma	2339	norcodeine	7718.0	1.90e-02										
Chen1991	57629	recovery	-	plasma	2339	norcodeine-conjugates	7717.0	7.20e-02										
Chen1991	57631	recovery	-	plasma	2339	norcodeine-conjugates	7719.0	6.90e-02										
Chen1991	57633	recovery	-	plasma	2339	norcodeine-conjugates	7720.0	4.50e-02										
Chen1991	57635	recovery	-	plasma	2339	norcodeine-conjugates	7721.0	1.10e-02										
Chen1991	57637	recovery	-	plasma	2339	norcodeine-conjugates	7722.0	2.40e-02										
Chen1991	57639	recovery	-	plasma	2339	norcodeine-conjugates	7723.0	1.80e-02										
Chen1991	57641	recovery	-	plasma	2339	norcodeine-conjugates	7724.0	1.80e-02										
Chen1991	57643	recovery	-	plasma	2339	norcodeine-conjugates	7718.0	4.60e-02										
Campbell1987a	54308	clearance	l/h/kg	plasma	2201	caffeine	7350.0	4.92e-02										
Renner1984	56222	clearance	l/h/kg	plasma	2323	caffeine			1873.0	1.21e-01	1.29e-02	3.37e-01			4.08e-02	7.80e-02	2.14e-01	
Renner1984	56224	vd	l/kg	plasma	2323	caffeine			1873.0	6.40e-01	4.11e-02	2.03e-01			1.30e-01	4.80e-01	9.70e-01	
Renner1984	56226	thalf	h	plasma	2323	caffeine			1873.0	3.80e+00	2.85e-01	2.37e-01			9.00e-01	2.10e+00	4.70e+00	
Renner1984	56228	clearance	l/h/kg	plasma	2323	caffeine	7567.0	7.80e-02										
Renner1984	56230	clearance	l/h/kg	plasma	2323	caffeine	7568.0	7.92e-02										
Renner1984	56232	clearance	l/h/kg	plasma	2323	caffeine	7569.0	9.12e-02										
Renner1984	56234	clearance	l/h/kg	plasma	2323	caffeine	7570.0	1.04e-01										
Renner1984	56236	clearance	l/h/kg	plasma	2323	caffeine	7571.0	1.10e-01										
Renner1984	56238	clearance	l/h/kg	plasma	2323	caffeine	7572.0	1.11e-01										
Renner1984	56240	clearance	l/h/kg	plasma	2323	caffeine	7573.0	1.36e-01										
Renner1984	56242	clearance	l/h/kg	plasma	2323	caffeine	7574.0	1.37e-01										
Renner1984	56244	clearance	l/h/kg	plasma	2323	caffeine	7575.0	1.53e-01										
Renner1984	56246	clearance	l/h/kg	plasma	2323	caffeine	7576.0	2.14e-01										
Renner1984	56247	vd	l/kg	plasma	2323	caffeine	7567.0	5.30e-01										
Renner1984	56248	vd	l/kg	plasma	2323	caffeine	7568.0	5.40e-01										
Renner1984	56249	vd	l/kg	plasma	2323	caffeine	7569.0	6.00e-01										
Renner1984	56250	vd	l/kg	plasma	2323	caffeine	7570.0	6.20e-01										
Renner1984	56251	vd	l/kg	plasma	2323	caffeine	7571.0	4.80e-01										
Renner1984	56252	vd	l/kg	plasma	2323	caffeine	7572.0	6.60e-01										
Renner1984	56253	vd	l/kg	plasma	2323	caffeine	7573.0	6.20e-01										
Renner1984	56254	vd	l/kg	plasma	2323	caffeine	7574.0	6.90e-01										
Renner1984	56255	vd	l/kg	plasma	2323	caffeine	7575.0	9.70e-01										
Renner1984	56256	vd	l/kg	plasma	2323	caffeine	7576.0	6.60e-01										
Renner1984	56257	thalf	h	plasma	2323	caffeine	7567.0	4.70e+00										
Renner1984	56258	thalf	h	plasma	2323	caffeine	7568.0	4.70e+00										
Renner1984	56259	thalf	h	plasma	2323	caffeine	7569.0	4.60e+00										
Renner1984	56260	thalf	h	plasma	2323	caffeine	7570.0	4.10e+00										
Renner1984	56261	thalf	h	plasma	2323	caffeine	7571.0	3.00e+00										
