sid	name	ntype	dtype	label	description	annotations	children
pregnant	pregnant	measurement_type	boolean	pregnant	Is subject pregnant or not?	[{'term': 'C124295', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Observed to be or have been pregnant.', 'label': 'Pregnant', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C124295'}, {'term': '0022808', 'relation': 'BQB_IS', 'collection': 'omit', 'description': None, 'label': 'Pregnant Women', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/omit/terms?short_form=OMIT_0022808'}]	['pregnant-yes', 'pregnant-no', 'pregnant-not-reported']
lactating	lactating	measurement_type	boolean	lactating	Is subject lactating or not? An indication that the subject is currently producing milk. See also 'breastfeeding'.	[{'term': 'C82463', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'An indication that the subject is currently producing milk.', 'label': 'Lactating', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C82463'}]	['lactating-yes', 'lactating-no', 'lactating-not-reported']
breastfeeding	breastfeeding	measurement_type	boolean	breastfeeding	Is subject breastfeeding or not? The nursing of an infant at the mother's breast. See also 'lactating'.	"[{'term': 'C25596', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': ""The nursing of an infant at the mother's breast."", 'label': 'Breast Feeding', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C25596'}]"	['breastfeeding-yes', 'breastfeeding-no', 'breastfeeding-not-reported']
pregnant-categorial	pregnant (categorial)	measurement_type	categorical	pregnant (categorial)	Is subject pregnant or not?	[{'term': 'C124295', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Observed to be or have been pregnant.', 'label': 'Pregnant', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C124295'}, {'term': '0022808', 'relation': 'BQB_IS', 'collection': 'omit', 'description': None, 'label': 'Pregnant Women', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/omit/terms?short_form=OMIT_0022808'}]	['pregnant-first-trimester', 'pregnant-second-trimester', 'pregnant-third-trimester', 'postpartum', 'pregnant-categorial-not-reported']
pregnant-first-trimester	pregnant (first trimester)	choice	undefined	pregnant (first trimester)	Pregnant woman in the first trimester.	[{'term': 'C92799', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The period of gestation that ranges from the first day of the last menstrual period in a woman up to the 12th week of her pregnancy.', 'label': 'First Trimester', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C92799'}, {'term': '0012222', 'relation': 'BQB_IS', 'collection': 'omit', 'description': None, 'label': 'Pregnancy Trimester, First', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/omit/terms?short_form=OMIT_0012222'}, {'term': 'C124295', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'ncit', 'description': 'Observed to be or have been pregnant.', 'label': 'Pregnant', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C124295'}]	[]
pregnant-second-trimester	pregnant (second trimester)	choice	undefined	pregnant (second trimester)	Pregnant woman in the second trimester	[{'term': 'C92876', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The period of gestation that ranges from the 13th to the 27th week of pregnancy.', 'label': 'Second Trimester', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C92876'}, {'term': '0012223', 'relation': 'BQB_IS', 'collection': 'omit', 'description': None, 'label': 'Pregnancy Trimester, Second', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/omit/terms?short_form=OMIT_0012223'}, {'term': 'C124295', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'ncit', 'description': 'Observed to be or have been pregnant.', 'label': 'Pregnant', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C124295'}]	[]
pregnant-third-trimester	pregnant (third trimester)	choice	undefined	pregnant (third trimester)	Pregnant woman in the third trimester.	[{'term': 'C92896', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The period of gestation that ranges from the 28th week of pregnancy until delivery.', 'label': 'Third Trimester', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C92896'}, {'term': '0012224', 'relation': 'BQB_IS', 'collection': 'omit', 'description': None, 'label': 'Pregnancy Trimester, Third', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/omit/terms?short_form=OMIT_0012224'}, {'term': 'C124295', 'relation': 'BQB_IS_VERSION_OF', 'collection': 'ncit', 'description': 'Observed to be or have been pregnant.', 'label': 'Pregnant', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C124295'}]	[]
postpartum	postpartum	choice	undefined	postpartum	The period of time immediately after labor and delivery	[{'term': 'C92851', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The period of time immediately after labor and delivery.', 'label': 'Postpartum', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C92851'}, {'term': '0024181', 'relation': 'BQB_IS', 'collection': 'omit', 'description': None, 'label': 'Postpartum Period', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/omit/terms?short_form=OMIT_0024181'}]	[]
menstrual-status	menstrual status	measurement_type	categorical	menstrual status	status in regard to menstrual cycle	[]	['menstrual-time-of-cycle', 'luteal-phase', 'follicular-phase', 'ovulatory-phase', 'menstrual-status-not-reported']
menstrual-time-of-cycle	menstrual time of cycle	measurement_type	numeric	menstrual time of cycle	Week of menstrual cycle [1-4].	[]	[]
luteal-phase	luteal phase	choice	undefined	luteal phase	luteal phase	[]	[]
follicular-phase	follicular phase	choice	undefined	follicular phase	follicular phase	[]	[]
ovulatory-phase	ovulatory phase	choice	undefined	ovulatory phase	ovulatory phase	[]	[]
housing	housing	measurement_type	abstract	housing	Housing conditions (for animal experiments)	[]	['housing-temperature', 'housing-humidity', 'housing-group-size', 'housing-acclimatization-time']
housing-temperature	housing temperature	measurement_type	numeric	housing temperature	Room temperature (housing conditions)	[]	[]
housing-humidity	housing humidity	measurement_type	numeric	housing humidity	Housing humidity (housing conditions)	[]	[]
housing-group-size	housing group size	measurement_type	numeric	housing group size	Housing group size (housing conditions). Number of animals per unit or cage.	[]	[]
housing-acclimatization-time	housing acclimatization time	measurement_type	numeric	housing acclimatization time	Housing acclimatization time (housing conditions). Duration for acclimatization.	[]	[]
light-dark-cycle	light-dark-cycle	measurement_type	categorical	light-dark-cycle	Light-dark cycle. To encode time of day see also 'circadian status'.	[]	['light-dark-cycle-12-12', 'light-dark-cycle-24-0', 'light-dark-cycle-0-24', 'light-dark-cycle-16-8', 'light-dark-cycle-not-reported']
light-dark-cycle-12-12	light/dark 12/12	measurement_type	categorical	light/dark 12/12	12 hours light, 12 hours dark	[]	['light-dark-cycle-12-12-not-reported']
light-dark-cycle-24-0	light/dark 24/0	measurement_type	categorical	light/dark 24/0	24 hours light, 0 hours dark; continuous light.	[]	['light-dark-cycle-24-0-not-reported']
light-dark-cycle-0-24	light/dark 0/24	measurement_type	categorical	light/dark 0/24	0 hours light, 24 hours dark; continuous dark.	[]	['light-dark-cycle-0-24-not-reported']
light-dark-cycle-16-8	light/dark 16/8	measurement_type	categorical	light/dark 16/8	16 hours light, 8 hours dark	[]	['light-dark-cycle-16-8-not-reported']
circadian-status	circadian status (time of day)	measurement_type	categorical	circadian status (time of day)	Circadian status, i.e. time of day. For experimental protocols see also 'light-dark-cycle'.	[]	['morning', 'daytime', 'evening', 'nighttime-pre-sleep', 'nighttime', 'circadian-status-not-reported']
morning	morning	choice	undefined	morning	Subjects were studied in the morning after sleep. The time period between dawn and noon.	[{'term': 'C64934', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The time period between dawn and noon.', 'label': 'Morning', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C64934'}]	[]
daytime	daytime	choice	undefined	daytime	subjects were studied during the day	[]	[]
evening	evening	choice	undefined	evening	Subjects were studied at the evening. The time period between late afternoon and bedtime.	[{'term': 'C64936', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The time period between late afternoon and bedtime.', 'label': 'Evening', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C64936'}]	[]
nighttime-pre-sleep	nighttime (pre-sleep)	choice	undefined	nighttime (pre-sleep)	Subjects were studied during the night before sleep	[]	[]
nighttime	nighttime	choice	undefined	nighttime	subjects were studied during the night	[]	[]
body-position	body position	measurement_type	categorical	body position	Body position. The spatial property of a body; where it is or the way in which it is situated.	[{'term': 'C62164', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The spatial property of a body; where it is or the way in which it is situated.', 'label': 'Body Position', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C62164'}]	['sitting', 'recumbent-position', 'erect', 'ambulant', 'body-position-not-reported']
sitting	sitting	choice	undefined	sitting	Sitting body position.	[]	[]
recumbent-position	recumbent position	choice	undefined	recumbent position	Recumbent body position. Lying down, see also 'supine' and 'prone'.	[{'term': 'C77532', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Lying down.', 'label': 'Recumbent Position', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C77532'}]	['supine', 'prone']
supine	supine	choice	undefined	supine	Supine body position. A posterior recumbent body position whereby the person lies on its back and faces upward.	[{'term': 'C62167', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'A posterior recumbent body position whereby the person lies on its back and faces upward.', 'label': 'Supine Position', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C62167'}]	[]
erect	erect	choice	undefined	erect	Erect or standing body position. A positional quality inhering in a bearer by virtue of the bearer's being upright in position or posture.	[{'term': 'C62166', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'The act of assuming or maintaining an erect upright position.', 'label': 'Standing', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C62166'}]	[]
prone	prone	choice	undefined	prone	Prone body position. An anterior recumbent body position whereby the person lies on its stomach and faces downward.	[{'term': 'C62165', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'An anterior recumbent body position whereby the person lies on its stomach and faces downward.', 'label': 'Prone Position', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C62165'}]	[]
ambulant	ambulant	choice	undefined	ambulant	Ambulant body position. Subjects are sitting/walking.	[]	[]
health-status	health status	measurement_type	abstract	health status	Health status. The state of a subject's mental or physical condition.	"[{'term': 'C16669', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': ""The state of a subject's mental or physical condition."", 'label': 'Health Status', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C16669'}, {'term': 'OPMI:0000281', 'relation': 'BQB_IS', 'collection': 'opmi', 'description': 'The state of being free from illness or injury', 'label': 'health status', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/opmi/terms?obo_id=OPMI:0000281'}, {'term': 'HP:0032319', 'relation': 'BQB_IS', 'collection': 'hp', 'description': 'Health status of a family member with respect to the disease being investigated in a proband.', 'label': 'Health status', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/hp/terms?obo_id=HP:0032319'}]"	['healthy', 'symptom', 'disease', 'family-history-disease']
healthy	healthy	measurement_type	boolean	healthy	Individual or subjects are described as healthy. If subjects are not healthy the disease or impairment should be described by a combination of 'disease', 'disease severity' and 'disease duration'. If abnormal blood biochemistry is reported code the respective biochemistry.	[{'term': 'C115935', 'relation': 'BQB_IS', 'collection': 'ncit', 'description': 'Having no significant health-related issues.', 'label': 'Healthy', 'url': 'https://www.ebi.ac.uk/ols4/ontologies/ncit/terms?short_form=NCIT_C115935'}]	['healthy-yes', 'healthy-no', 'healthy-not-reported']
