path	sid	error_count	sampled_codes	sampled_locations
sorafenib/Fucile2015	PKDB00727	28	subject_reference	Fucile2015.xlsx:Fig1:3;Fucile2015.xlsx:Fig1:4;Fucile2015.xlsx:Fig1:5;Fucile2015.xlsx:Fig1:6;Fucile2015.xlsx:Fig1:7;Fucile2015.xlsx:Fig1:8;Fucile2015.xlsx:Fig1:9;Fucile2015.xlsx:Fig1:10;Fucile2015.xlsx:Fig1:11;Fucile2015.xlsx:Fig1:12
sorafenib/Fukudo2014	PKDB00728	4	unknown_group	Fukudo2014.xlsx:Fig3:3;Fukudo2014.xlsx:Fig3:4;Fukudo2014.xlsx:Fig3:5;Fukudo2014.xlsx:Fig3:6
sorafenib/Huh2021	PKDB00731	1	unknown_column	Huh2021.xlsx:Fig2:3
sorafenib/Huang2017	PKDB00730	1	unknown_column	Huang2017.xlsx:Fig3:3
sorafenib/Hussaarts2020	PKDB00732	1	unknown_column	Hussaarts2020.xlsx:Fig1:3
sorafenib/Ishii2014	PKDB00733	1	unknown_column	Ishii2014.xlsx:Fig1:3
sorafenib/Navid2013	Navid2013	1	unknown_column	Navid2013.xlsx:Fig1:3
sorafenib/Mammatas2020	PKDB00734	28	missing_time,unit_dimension,unknown_measurement	Mammatas2020.xlsx:Tab3:3;Mammatas2020.xlsx:Tab3:4;Mammatas2020.xlsx:Tab3:5;Mammatas2020.xlsx:Tab3:6;Mammatas2020.xlsx:Tab3:10;Mammatas2020.xlsx:Tab3:11
sorafenib/Zimmerman2012	PKDB00736	20	unknown_group,unknown_substance	Zimmerman2012.xlsx:Fig1:18;Zimmerman2012.xlsx:Fig1:19;Zimmerman2012.xlsx:Fig1:20;Zimmerman2012.xlsx:Fig1:21;Zimmerman2012.xlsx:Fig1:8;Zimmerman2012.xlsx:Fig1:9;Zimmerman2012.xlsx:Fig1:10;Zimmerman2012.xlsx:Fig1:11;Zimmerman2012.xlsx:Fig1:13;Zimmerman2012.xlsx:Fig1:14
sorafenib/Strumberg2005	PKDB00735	241	unknown_intervention	Strumberg2005.xlsx:Fig1:3;Strumberg2005.xlsx:Fig1:4;Strumberg2005.xlsx:Fig1:5;Strumberg2005.xlsx:Fig1:6;Strumberg2005.xlsx:Fig1:7;Strumberg2005.xlsx:Fig1:8;Strumberg2005.xlsx:Fig1:9;Strumberg2005.xlsx:Fig1:10;Strumberg2005.xlsx:Fig1:11;Strumberg2005.xlsx:Fig1:13
talinolol/Bernsdorf2006	PKDB00616	3	invalid_choice	Bernsdorf2006.xlsx:TabGroups:17;Bernsdorf2006.xlsx:TabGroups:19;Bernsdorf2006.xlsx:TabGroups:23
talinolol/Bogman2005	PKDB00565	5	invalid_choice	Bogman2005.xlsx:TabGroups:17;Bogman2005.xlsx:TabIndividuals:6;Bogman2005.xlsx:TabIndividuals:7;Bogman2005.xlsx:TabIndividuals:8;Bogman2005.xlsx:TabIndividuals:9
talinolol/Drozdzik2014		1	invalid_json	study.json::
talinolol/Han2009	PKDB00555	1	invalid_choice	Han2009.xlsx:TabGroups:16
talinolol/Haustein1981	PKDB00703	1	unknown_image	::
talinolol/He2012	PKDB00611	1	invalid_choice	He2012.xlsx:TabGroups:15
talinolol/Krueger2001	PKDB00704	1	timecourse_points	Krueger2001.xlsx:Fig1:42
talinolol/Nguyen2014	PKDB00612	1	dataset_dimensions	Nguyen2014.xlsx:TabData:3
talinolol/Nguyen2015	PKDB00705	4	invalid_choice	Nguyen2015.xlsx:TabGroups:15;Nguyen2015.xlsx:TabGroups:16;Nguyen2015.xlsx:TabGroups:17;Nguyen2015.xlsx:TabGroups:20
talinolol/Schwarz1999	PKDB00613	1	duplicate_identifier	::
talinolol/Schwarz2000	PKDB00706	1	duplicate_identifier	::
talinolol/Schwarz2007	PKDB00614	6	invalid_choice	Schwarz2007.xlsx:TabGroups:15;Schwarz2007.xlsx:TabGroups:16;Schwarz2007.xlsx:TabGroups:21;Schwarz2007.xlsx:TabGroups:22;Schwarz2007.xlsx:TabIndividuals:3
talinolol/Terhaag1989	PKDB00708	1	invalid_table	Terhaag1989.xlsx:Tab1median:
talinolol/Wang2013	PKDB00567	1	unknown_column	Wang2013.xlsx:TabInterventions:3
talinolol/Westphal2000a	PKDB00562	1	timecourse_points	Westphal2000a.xlsx:Tab2a:3
talinolol/Westphal2000b	PKDB00620	1	duplicate_identifier	::
talinolol/Zeng2009	PKDB00617	1	string_type	study.json::
talinolol/Zhang2005	PKDB00568	2	invalid_choice,reversed_range	Zhang2005.xlsx:TabGroups:3;Zhang2005.xlsx:TabGroups:13;Zhang2005.xlsx:TabGroups:15
talinolol/Zschiesche2002	PKDB00618	1	duplicate_identifier	::
tirzepatide/Coskun2018	PKDB00967	14	unknown_measurement	Coskun2018.xlsx:Tab2:7;Coskun2018.xlsx:Tab2:14;Coskun2018.xlsx:Tab2:21;Coskun2018.xlsx:Tab2:28;Coskun2018.xlsx:Tab2:35;Coskun2018.xlsx:Tab2:42;Coskun2018.xlsx:TabS2:10;Coskun2018.xlsx:TabS2:20;Coskun2018.xlsx:TabS2:30;Coskun2018.xlsx:TabS2:40
tirzepatide/Furihata2022	PKDB00964	4	duplicate_identifier,unknown_measurement	::;Furihata2022.xlsx:TabS1:10;Furihata2022.xlsx:TabS1:21;Furihata2022.xlsx:TabS1:32
tirzepatide/Feng2023	PKDB00962	6	unknown_measurement	Feng2023.xlsx:TabS1:7;Feng2023.xlsx:TabS1:14;Feng2023.xlsx:TabS1:21;Feng2023.xlsx:TabS1:28;Feng2023.xlsx:TabS1:35;Feng2023.xlsx:TabS1:42
tirzepatide/Urva2021		1	invalid_json	study.json::
tirzepatide/Urva2022	PKDB00969	1	split_length	::
torasemide/Brater1987	PKDB00320	1	unknown_image	::
torasemide/Brunner1988	PKDB00290	1	invalid_choice,reversed_range	Brunner1988.xlsx:Tab5:15;Brunner1988.xlsx:TabGroups:13
torasemide/Cho2005	PKDB00287	1	date_from_datetime_parsing	study.json::
torasemide/Kramer1995	PKDB00301	1	timecourse_points	Kramer1995.xlsx:Fig3:3
torasemide/Lesne1982	PKDB00297	1	timecourse_points	Lesne1982.xlsx:Fig2:91
torasemide/Schwarz1993	PKDB00292	1	invalid_choice	Schwarz1993.xlsx:TabGroups:8
